,0,start date,Week_Number,Mosquitos,WNV_Present,mean_Tmax,mean_Tmin,mean_Tavg,mean_Depart,mean_DewPoint,mean_WetBulb,mean_Heat,mean_Cool,Sunrise,Sunset,mean_PrecipTotal,mean_StnPressure,mean_SeaLevel,mean_ResultSpeed,mean_ResultDir,mean_AvgSpeed,mean_Tdiff,Funnel_Clouds,Thunder_Storms,Hail,Rain,Drizzle,Snow,Snow_Grains,Small_Hail,Ice_Pellets,Ice,Fog,Mist,Unknown_Precip,Haze,Fume,Varies,Dust,DustStorm,SandWhirls,Sand,SandStorm,Spray,Squall,Drifting,Showers,Freezing,Shallow,Partial,Patches,Blowing,Vicinity
0,0,2010-05-01,17.0,11,0,67.5,54.1666666667,1.07776935926e+11,6.66666666667,47.5,54.0,4.33333333333,0.166666666667,448.0,1849.0,0.226666666667,29.0483333333,29.715,7.71666666667,24.3333333333,9.0,13.3333333333,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-05-01,18.0,710,6,66.0714285714,47.2619047619,8.05775625784e+165,1.83333333333,42.2380952381,49.5357142857,9.04761904762,0.630952380952,448.0,1849.0,0.0947023809524,29.2688095238,29.9578571429,8.65476190476,15.7857142857,10.3773809524,18.8095238095,0.0,0.130952380952,0.0,0.380952380952,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0119047619048,0.261904761905,0.0,0.0952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119047619048
0,0,2007-05-07,19.0,800,5,69.7232142857,49.0535714286,5.86400631224e+221,2.57142857143,44.4285714286,51.7946428571,6.59821428571,1.22321428571,441.0,1856.0,0.162008928571,29.2463392857,29.9371428571,7.66964285714,14.1428571429,9.73839285714,20.6696428571,0.0,0.116071428571,0.0,0.375,0.0535714285714,0.0,0.0,0.0,0.0,0.0,0.0357142857143,0.339285714286,0.0,0.133928571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-05-14,20.0,656,9,70.9285714286,49.6071428571,6.58276513889e+221,1.05357142857,44.5535714286,52.3660714286,6.51785714286,2.05357142857,433.0,1903.0,0.0896428571429,29.2908035714,29.9821428571,7.65446428571,14.7053571429,9.49910714286,21.3214285714,0.0,0.142857142857,0.0,0.348214285714,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0267857142857,0.3125,0.0,0.0892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571
0,0,2007-05-21,21.0,945,9,74.7410714286,54.3214285714,5.5926048891e+221,2.51785714286,48.2946428571,55.8303571429,4.1875,3.99107142857,426.0,1910.0,0.156160714286,29.30125,29.9870535714,8.26071428571,12.9017857143,9.65982142857,20.4196428571,0.0,0.142857142857,0.0,0.339285714286,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0178571428571,0.205357142857,0.0,0.0535714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-05-28,22.0,923,12,77.5446428571,57.7946428571,5.86227480161e+221,3.46428571429,54.3392857143,60.0982142857,1.875,4.82142857143,421.0,1916.0,0.181830357143,29.2260714286,29.9114285714,7.61160714286,18.2232142857,9.28928571429,19.75,0.0,0.214285714286,0.0,0.482142857143,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.357142857143,0.0,0.160714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857
0,0,2007-06-04,23.0,699,6,76.9553571429,57.1964285714,5.86121942734e+221,1.03571428571,52.7232142857,59.1696428571,2.07142857143,4.38392857143,418.0,1922.0,0.149866071429,29.2263392857,29.9072321429,7.425,12.5089285714,9.19285714286,19.7589285714,0.0,0.178571428571,0.0,0.473214285714,0.0267857142857,0.0,0.0,0.0,0.0,0.0,0.0267857142857,0.3125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-06-11,24.0,1409,5,80.4464285714,61.1160714286,6.49619417391e+221,2.46428571429,56.1785714286,62.1607142857,0.526785714286,6.55357142857,416.0,1926.0,0.132232142857,29.2426785714,29.9230357143,6.88571428571,15.0892857143,8.42946428571,19.3303571429,0.0,0.116071428571,0.0,0.401785714286,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0178571428571,0.339285714286,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857
0,0,2007-06-18,25.0,1477,6,82.2410714286,64.2053571429,7.12655122656e+221,2.94642857143,59.2053571429,64.7142857143,0.0446428571429,8.51785714286,416.0,1929.0,0.212991071429,29.226875,29.9033035714,6.92321428571,18.5089285714,8.98303571429,18.0357142857,0.0,0.205357142857,0.0,0.464285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0267857142857,0.330357142857,0.0,0.133928571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857
0,0,2007-06-25,26.0,1303,10,84.1517857143,65.3125,6.94448060876e+221,3.32142857143,60.5446428571,65.9553571429,0.0267857142857,10.0535714286,417.0,1931.0,0.0939732142857,29.2554464286,29.9277678571,7.02678571429,16.6696428571,8.57767857143,18.8392857143,0.0,0.178571428571,0.0,0.339285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571,0.258928571429,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571
0,0,2007-07-02,27.0,1545,6,84.2946428571,65.6428571429,5.95422087301e+221,2.51785714286,59.2857142857,65.375,0.151785714286,10.3482142857,420.0,1931.0,0.0908035714286,29.2652678571,29.9410714286,6.76875,19.2053571429,8.31339285714,18.6517857143,0.0,0.116071428571,0.0,0.294642857143,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.214285714286,0.0,0.142857142857,0.0446428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-07-09,28.0,1870,5,84.8660714286,66.5,7.39624827742e+221,2.41071428571,60.75,66.5267857143,0.0178571428571,11.0714285714,425.0,1929.0,0.133035714286,29.2748214286,29.9475892857,6.41875,18.4642857143,8.17589285714,18.3660714286,0.0,0.196428571429,0.0,0.321428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178571428571,0.0,0.0803571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267857142857
0,0,2007-07-16,29.0,1758,6,85.6785714286,67.7946428571,6.6738997123e+221,2.26785714286,62.9732142857,67.9910714286,0.0625,11.9642857143,430.0,1925.0,0.328928571429,29.2925,29.9675,6.04196428571,19.1428571429,7.98839285714,17.8839285714,0.0,0.241071428571,0.0,0.3125,0.0178571428571,0.0,0.0,0.0,0.0,0.0,0.0178571428571,0.241071428571,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0535714285714
0,0,2007-07-23,30.0,1813,7,83.1071428571,65.9196428571,6.49441739177e+221,0.0535714285714,60.8392857143,66.125,0.107142857143,9.89285714286,436.0,1920.0,0.0748214285714,29.2640178571,29.9398214286,6.23035714286,17.1071428571,7.93392857143,17.1875,0.0,0.178571428571,0.0,0.294642857143,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.232142857143,0.0,0.133928571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857
0,0,2007-07-30,31.0,2468,10,84.5982142857,66.3303571429,6.8542928409e+221,1.85714285714,61.7857142857,66.9285714286,0.0,10.7410714286,443.0,1914.0,0.128169642857,29.2465178571,29.9215178571,5.31160714286,18.1785714286,6.975,18.2678571429,0.0,0.125,0.0,0.339285714286,0.0178571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.196428571429,0.0,0.0803571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857
0,0,2007-08-06,32.0,2154,6,83.3303571429,66.7857142857,7.3043110543e+221,1.64285714286,61.9910714286,66.8839285714,0.0,10.2946428571,450.0,1906.0,0.144241071429,29.2541964286,29.9302678571,5.84375,17.6875,7.76071428571,16.5446428571,0.0,0.1875,0.00892857142857,0.3125,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.303571428571,0.0,0.116071428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571
0,0,2007-08-13,33.0,2606,9,80.2410714286,63.1339285714,6.58549783641e+221,-0.660714285714,58.6160714286,63.9375,0.0267857142857,7.0,457.0,1856.0,0.12,29.3107142857,29.9890178571,5.23303571429,15.9553571429,6.80803571429,17.1071428571,0.0,0.107142857143,0.0,0.294642857143,0.0178571428571,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.241071428571,0.0,0.0267857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-08-20,34.0,3300,11,83.0357142857,65.3660714286,6.58284623286e+221,2.98214285714,61.1517857143,66.0357142857,0.0267857142857,9.39285714286,504.0,1846.0,0.223571428571,29.2999107143,29.9771428571,6.01696428571,17.2678571429,7.67946428571,17.6696428571,0.0,0.1875,0.0,0.357142857143,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.276785714286,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571
0,0,2007-08-27,35.0,3692,9,82.2857142857,65.0803571429,6.3141054266e+221,4.14285714286,61.1785714286,65.9375,0.285714285714,9.3125,512.0,1835.0,0.0978125,29.3077678571,29.9869642857,6.82946428571,15.7410714286,8.17053571429,17.2053571429,0.0,0.0625,0.0,0.267857142857,0.0267857142857,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.214285714286,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-09-03,36.0,2960,12,78.7232142857,61.0,6.94354283824e+221,2.39285714286,56.8125,62.2053571429,0.696428571429,5.82142857143,519.0,1824.0,0.100803571429,29.3263392857,30.0061607143,6.88303571429,16.4017857143,8.38571428571,17.7232142857,0.0,0.0892857142857,0.0,0.276785714286,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.214285714286,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-09-10,37.0,2450,5,73.5982142857,55.6517857143,5.77197871211e+221,-0.696428571429,51.9017857143,57.6964285714,3.22321428571,3.07142857143,526.0,1812.0,0.2046875,29.3898214286,30.0789285714,6.33125,19.3482142857,7.96875,17.9464285714,0.0,0.0178571428571,0.0,0.285714285714,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0357142857143,0.339285714286,0.0,0.107142857143,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.0,0.0,0.0,0.0
0,0,2007-09-17,38.0,2825,11,73.4732142857,55.25,5.95425703193e+221,1.28571428571,51.9464285714,57.3571428571,3.08928571429,2.67857142857,533.0,1758.0,0.0533035714286,29.3569642857,30.0451785714,6.82053571429,18.3482142857,8.34464285714,18.2232142857,0.0,0.0446428571429,0.0,0.267857142857,0.0267857142857,0.0,0.0,0.0,0.0,0.0,0.0446428571429,0.196428571429,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.0,0.0267857142857,0.0,0.0
0,0,2007-09-24,39.0,2478,10,72.7857142857,53.5714285714,7.12656032288e+221,2.67857142857,50.9196428571,56.2678571429,3.49107142857,1.74107142857,541.0,1746.0,0.06375,29.3617857143,30.053125,6.09821428571,17.2857142857,7.56339285714,19.2142857143,0.0,0.0625,0.0,0.3125,0.0535714285714,0.0,0.0,0.0,0.0,0.0,0.0267857142857,0.419642857143,0.0,0.107142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.0,0.0
0,0,2007-10-01,40.0,2420,8,69.875,50.8928571429,5.77204202291e+221,2.625,48.0625,53.875,6.39285714286,1.98214285714,548.0,1734.0,0.0876339285714,29.3070535714,29.9982142857,6.90267857143,19.8839285714,7.89821428571,18.9821428571,0.0,0.0357142857143,0.0,0.366071428571,0.116071428571,0.0,0.0,0.0,0.0,0.0,0.0357142857143,0.294642857143,0.0,0.0892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00892857142857,0.0,0.00892857142857,0.0,0.0
0,0,2007-10-08,41.0,1548,4,65.7142857143,46.75,6.67467540313e+221,1.35714285714,42.9464285714,49.6875,9.03571428571,0.526785714286,556.0,1722.0,0.0671875,29.3045535714,29.9988392857,7.10357142857,20.4017857143,8.64375,18.9642857143,0.0,0.0357142857143,0.0,0.267857142857,0.0982142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.214285714286,0.0,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-10-15,42.0,1263,8,60.5714285714,45.0178571429,5.68446987556e+221,0.910714285714,42.4642857143,47.875,12.25,0.276785714286,604.0,1711.0,0.104955357143,29.2172321429,29.9182142857,8.17410714286,22.0178571429,9.49285714286,15.5535714286,0.0,0.0446428571429,0.0,0.517857142857,0.214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.339285714286,0.0,0.0446428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-10-22,43.0,1944,21,58.5625,42.3035714286,5.14063843705e+221,1.58928571429,38.7857142857,45.2053571429,14.4196428571,0.0714285714286,612.0,1660.0,0.0978571428571,29.3164285714,30.0158928571,8.725,20.6339285714,10.4303571429,16.2589285714,0.0,0.0267857142857,0.0,0.4375,0.0803571428571,0.0267857142857,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0267857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2007-10-29,44.0,355,3,56.9074074074,40.7407407407,9.35286194914e+105,1.88888888889,37.9074074074,44.1111111111,15.962962963,0.037037037037,620.0,1650.0,0.166944444444,29.3338888889,30.0425925926,10.1037037037,22.6111111111,11.0740740741,16.1666666667,0.0,0.0,0.0,0.351851851852,0.0555555555556,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.314814814815,0.0,0.148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,2010-05-01,17.0,11,0,67.5,54.1666666667,1.07776935926e+11,6.66666666667,47.5,54.0,4.33333333333,0.166666666667,448.0,1849.0,0.226666666667,29.0483333333,29.715,7.71666666667,24.3333333333,9.0,13.3333333333,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
